query	target	prog_score	cirpin_score	tm_score_cp
d2l3oa_	d5xfta2	0.41	0.90	0.33
d3besl_	d5xfta2	0.44	0.96	0.34
d3q1si_	d5xfta2	0.46	0.93	0.34
d4e2za_	d3c48a1	0.57	0.90	0.31
d1pyya2	d4ntwb_	0.56	0.91	0.24
d3jb9b5	d2ekna_	0.57	0.91	0.30
d3b82a4	d2ekna_	0.59	0.92	0.29
d2dy1a3	d2ekna_	0.57	0.92	0.32
d3l81a_	d4iyaa_	0.58	0.91	0.37
d5ltla_	d3d3ra1	0.59	0.90	0.35
d2h1va_	d4x9xa_	0.59	0.90	0.34
d3gd6a2	d3aala_	0.57	0.94	0.49
d4yhva_	d2wp4a_	0.57	0.90	0.44
d1v3ya_	d6r77a_	0.57	0.93	0.24
d5hgwa1	d6r77a_	0.60	0.91	0.23
d6jf8a_	d6r77a_	0.60	0.93	0.22
d1ws0a_	d6r77a_	0.59	0.91	0.23
d1xeoa_	d6r77a_	0.58	0.93	0.20
d2j5ha1	d1hyka_	0.56	0.94	0.35
d2dxua2	d1hyka_	0.60	0.90	0.31
d4n7fa1	d1hyka_	0.59	0.91	0.35
d1fjgc2	d4mb8a1	0.41	0.97	0.50
d3ejxd1	d3g5ka1	0.60	0.90	0.25
d4lb0a_	d3g5ka1	0.60	0.93	0.23
d1vjpa4	d1r1ma_	0.56	0.91	0.42
d1drua2	d1r1ma_	0.54	0.94	0.47
d1p9la2	d1r1ma_	0.58	0.94	0.46
d2btva_	d6m4sa_	0.53	0.92	0.15
d3ihya1	d6m4sa_	0.58	0.92	0.26
d3er9b_	d6m4sa_	0.59	0.93	0.23
d1k4ta2	d6m4sa_	0.47	0.91	0.22
d3kv1a_	d2v78a_	0.55	0.91	0.44
d5x14a1	d1m5xa_	0.60	0.90	0.28
d1kkha2	d1m5xa_	0.44	0.91	0.33
d2trcp_	d2i4aa_	0.59	0.94	0.43
d3rkpa1	d2dbja1	0.60	0.93	0.46
d1ex2a_	d4efia1	0.39	0.90	0.45
d1zbfa1	d4efia1	0.58	0.93	0.33
d2igia_	d4efia1	0.55	0.90	0.38
d1u14a1	d4efia1	0.41	0.93	0.42
d3u3ga_	d4efia1	0.57	0.92	0.43
d1i39a_	d4efia1	0.53	0.93	0.39
d2zgya1	d4efia1	0.59	0.91	0.41
d1ekea_	d4efia1	0.58	0.94	0.42
d1v95a1	d4efia1	0.52	0.90	0.39
d1jl1a_	d4efia1	0.57	0.90	0.42
d2bgga3	d4efia1	0.57	0.91	0.39
d2etja1	d4efia1	0.59	0.93	0.37
d4kb1a_	d4efia1	0.58	0.92	0.40
d5cz1a1	d4efia1	0.58	0.90	0.37
d2d0ob1	d4efia1	0.46	0.91	0.36
d2lsna1	d4efia1	0.54	0.92	0.32
d2amha1	d4efia1	0.38	0.92	0.45
d1u04a4	d4efia1	0.58	0.90	0.29
d3mxma_	d4efia1	0.55	0.92	0.26
d4h0pa1	d4efia1	0.58	0.90	0.40
d1g5ia1	d4efia1	0.48	0.90	0.37
d5xkca_	d7c0da_	0.49	0.90	0.38
d2j0wa1	d1fnna2	0.32	0.94	0.31
d2akoa1	d1fnna2	0.34	0.93	0.37
d2brxa1	d1fnna2	0.33	0.94	0.30
d4a7wa_	d1fnna2	0.33	0.93	0.32
d2w21a_	d1fnna2	0.35	0.93	0.34
d3c20a1	d1fnna2	0.32	0.95	0.34
d2cdqa1	d1fnna2	0.33	0.95	0.26
d2j4ja_	d1fnna2	0.33	0.92	0.32
d2ogxa_	d1fnna2	0.31	0.90	0.30
d3zzha_	d1fnna2	0.32	0.95	0.31
d1e19a_	d1fnna2	0.34	0.93	0.33
d2va1a_	d1fnna2	0.32	0.94	0.33
d2r7ja2	d3dl2a2	0.60	0.90	0.34
d2gvia1	d6gfaa1	0.48	0.92	0.37
d6koga2	d6gfaa1	0.59	0.92	0.43
d2hg4a3	d6gfaa1	0.59	0.92	0.42
d1f20a2	d5i4ca_	0.58	0.91	0.34
d2zada1	d1ybba_	0.54	0.91	0.43
d1yeya2	d1ybba_	0.55	0.92	0.42
d4dhga1	d1ybba_	0.55	0.91	0.38
d2pgwa1	d1ybba_	0.57	0.90	0.38
d3bjsa1	d1ybba_	0.56	0.92	0.41
d5olca1	d1ybba_	0.56	0.91	0.42
d4kema1	d1ybba_	0.55	0.92	0.39
d4e6ma1	d1ybba_	0.54	0.91	0.41
d3toya1	d1ybba_	0.57	0.92	0.41
d4dyea1	d1ybba_	0.54	0.92	0.43
d4h83a1	d1ybba_	0.55	0.93	0.44
d3ozya1	d1ybba_	0.55	0.91	0.40
d3dg3a1	d1ybba_	0.55	0.91	0.43
d2ovla1	d1ybba_	0.56	0.92	0.44
d3ik4a1	d1ybba_	0.54	0.90	0.45
d1jpma2	d1ybba_	0.55	0.90	0.41
d4hpna1	d1ybba_	0.56	0.91	0.38
d3i4ka1	d1ybba_	0.55	0.90	0.41
d3r1za1	d1ybba_	0.56	0.90	0.41
d3rita1	d1ybba_	0.55	0.90	0.43
d3gd6a1	d1ybba_	0.53	0.93	0.45
d3dgba1	d1ybba_	0.57	0.90	0.41
d1koea_	d2dxaa_	0.55	0.92	0.36
d3c7bb4	d1iq4a_	0.57	0.91	0.29
d2k4ra_	d2k2ca1	0.59	0.91	0.26
d6szwd_	d2k2ca1	0.55	0.90	0.30
d1l6ja3	d2k2ca1	0.54	0.90	0.24
d1h8pa1	d2k2ca1	0.57	0.90	0.23
d1q3qa3	d1oz9a_	0.59	0.91	0.29
d2j73a_	d2cala_	0.55	0.91	0.40
d2j43a2	d2cala_	0.57	0.91	0.38
d1jnda2	d1u3em1	0.59	0.91	0.27
d1joga_	d2hkua2	0.59	0.90	0.38
d3w2wa4	d2hkua2	0.60	0.91	0.45
d1gm5a1	d2hkua2	0.55	0.90	0.39
d5xkca_	d4l6ha2	0.51	0.90	0.43
d1pyfa1	d4l6ha2	0.57	0.95	0.45
d1zsxa1	d4l6ha2	0.55	0.93	0.48
d3v0sa1	d4l6ha2	0.60	0.93	0.48
d4ijra_	d4l6ha2	0.60	0.95	0.45
d7ezia1	d4l6ha2	0.57	0.95	0.48
d5c7ha_	d4l6ha2	0.58	0.92	0.46
d3fsta_	d4l6ha2	0.49	0.90	0.48
d6fnua1	d4l6ha2	0.55	0.91	0.44
d4r9oa_	d4l6ha2	0.55	0.94	0.49
d3n2ta_	d4l6ha2	0.55	0.94	0.49
d6aska_	d4l6ha2	0.52	0.90	0.45
d5dqpa_	d4l6ha2	0.50	0.90	0.46
d1bd0a2	d4l6ha2	0.60	0.92	0.45
d1m9ha_	d4l6ha2	0.57	0.93	0.46
d1gm5a2	d1fjgl_	0.59	0.90	0.36
d1mr1c1	d1se0a_	0.57	0.91	0.30
d1ex2a_	d3l3ua_	0.52	0.90	0.37
d1vp8a1	d3l3ua_	0.56	0.91	0.37
d4wiqa2	d3ge5a_	0.57	0.92	0.36
d4o5ja_	d5b5eb_	0.44	0.90	0.28
d2cyja1	d6dgia1	0.39	0.90	0.41
d2q4qa2	d6dgia1	0.41	0.92	0.38
d2fi9a1	d6dgia1	0.40	0.92	0.38
d1saya2	d1vb5a_	0.42	0.91	0.35
d3enda_	d1o97d1	0.56	0.90	0.34
d2z43a_	d1o97d1	0.56	0.91	0.35
d2g0ta1	d1o97d1	0.57	0.90	0.28
d1f5na2	d1o97d1	0.60	0.91	0.30
d1u94a1	d1o97d1	0.53	0.91	0.35
d1c4oa1	d1o97d1	0.58	0.92	0.31
d1uaaa1	d1o97d1	0.58	0.90	0.30
d2eyqa3	d1o97d1	0.58	0.90	0.32
d3jb9x4	d1o97d1	0.54	0.93	0.39
d1tf7a1	d1o97d1	0.54	0.91	0.35
d1g5ta_	d1o97d1	0.56	0.90	0.39
d4pj3a4	d1o97d1	0.55	0.91	0.37
d2vvga_	d1o97d1	0.58	0.91	0.34
d3bera_	d1o97d1	0.57	0.90	0.33
d2wica_	d1o97d1	0.60	0.92	0.32
d4rd4a1	d1o97d1	0.56	0.92	0.34
d6ojfa_	d1o97d1	0.59	0.92	0.30
d1c4oa2	d1o97d1	0.60	0.91	0.36
d2fz4a1	d1o97d1	0.59	0.92	0.39
d1w36d2	d1o97d1	0.58	0.93	0.35
d6p66a2	d1o97d1	0.58	0.92	0.35
d3hjha1	d1o97d1	0.59	0.90	0.29
d6n4la_	d1o97d1	0.54	0.91	0.39
d3lfua1	d1o97d1	0.59	0.92	0.28
d1vdza1	d1o97d1	0.53	0.90	0.27
d2i3ba1	d1o97d1	0.52	0.92	0.40
d1oywa3	d1o97d1	0.59	0.90	0.45
d2jdid3	d1o97d1	0.57	0.90	0.31
d4m9da_	d1o97d1	0.56	0.91	0.23
d2c61a1	d1o97d1	0.55	0.92	0.31
d5y4za1	d1o97d1	0.54	0.92	0.25
d2dpya2	d1o97d1	0.55	0.91	0.32
d2jdia3	d1o97d1	0.55	0.90	0.31
d2q4ha1	d1pn0a3	0.47	0.96	0.25
d2y8ya2	d1pn0a3	0.59	0.97	0.47
d2q4ha2	d1pn0a3	0.45	0.91	0.30
d1guqa2	d1pn0a3	0.46	0.93	0.28
d3fz2a1	d1pn0a3	0.41	0.94	0.33
d1guqa1	d1pn0a3	0.47	0.95	0.26
d2gjva1	d1pn0a3	0.38	0.93	0.28
d4zgla_	d1pn0a3	0.50	0.93	0.39
d6j64b_	d1pn0a3	0.49	0.90	0.33
d1gz0a2	d1z3ea1	0.59	0.93	0.43
d1rwja_	d6zcoa_	0.56	0.92	0.27
d3caoa_	d6zcoa_	0.58	0.92	0.31
d1w7oa_	d6zcoa_	0.59	0.93	0.29
d2bq4a_	d6zcoa_	0.57	0.91	0.35
d1y0pa1	d6zcoa_	0.58	0.90	0.29
d2ewka_	d6zcoa_	0.53	0.90	0.30
d1ex2a_	d2h84a1	0.39	0.92	0.46
d1vp2a_	d2h84a1	0.41	0.91	0.47
d1zbfa1	d2h84a1	0.56	0.93	0.27
d2igia_	d2h84a1	0.53	0.91	0.34
d1u14a1	d2h84a1	0.41	0.94	0.45
d3u3ga_	d2h84a1	0.55	0.92	0.39
d1i39a_	d2h84a1	0.52	0.93	0.32
d2fb5a1	d2h84a1	0.59	0.94	0.29
d2zgya1	d2h84a1	0.57	0.91	0.26
d1ekea_	d2h84a1	0.57	0.94	0.36
d1jl1a_	d2h84a1	0.56	0.91	0.30
d3sk3a1	d2h84a1	0.59	0.92	0.30
d2bgga3	d2h84a1	0.55	0.91	0.40
d4oo0a_	d2h84a1	0.39	0.91	0.48
d2etja1	d2h84a1	0.59	0.94	0.31
d4kb1a_	d2h84a1	0.56	0.92	0.30
d2p3ra3	d2h84a1	0.58	0.91	0.39
d5cz1a1	d2h84a1	0.55	0.91	0.27
d2lsna1	d2h84a1	0.53	0.92	0.27
d2amha1	d2h84a1	0.38	0.93	0.45
d1u04a4	d2h84a1	0.55	0.91	0.26
d3mxma_	d2h84a1	0.53	0.92	0.28
d1v7ra_	d2h84a1	0.41	0.91	0.44
d4jhca_	d2h84a1	0.40	0.91	0.48
d2zjrs1	d3khfa1	0.57	0.91	0.20
d2j0wa1	d4qqwa3	0.35	0.94	0.28
d2akoa1	d4qqwa3	0.38	0.95	0.37
d2brxa1	d4qqwa3	0.36	0.94	0.37
d4a7wa_	d4qqwa3	0.36	0.94	0.39
d2w21a_	d4qqwa3	0.39	0.94	0.37
d3c20a1	d4qqwa3	0.36	0.94	0.34
d2cdqa1	d4qqwa3	0.36	0.94	0.29
d2j4ja_	d4qqwa3	0.36	0.93	0.36
d2ogxa_	d4qqwa3	0.35	0.93	0.37
d3zzha_	d4qqwa3	0.35	0.95	0.29
d1e19a_	d4qqwa3	0.37	0.93	0.34
d2va1a_	d4qqwa3	0.36	0.95	0.38
d3i9la_	d3hgma_	0.56	0.92	0.25
d3f6ya_	d3hgma_	0.57	0.91	0.33
d2i3ba1	d3hgma_	0.57	0.91	0.31
d1isia_	d3hgma_	0.58	0.93	0.33
d2brxa1	d1egaa1	0.28	0.90	0.42
d4a7wa_	d1egaa1	0.28	0.91	0.35
d3c20a1	d1egaa1	0.28	0.91	0.27
d2cdqa1	d1egaa1	0.28	0.91	0.26
d3zzha_	d1egaa1	0.29	0.91	0.28
d1e19a_	d1egaa1	0.28	0.90	0.32
d2va1a_	d1egaa1	0.29	0.90	0.35
d1fqia_	d2pv7a1	0.52	0.90	0.28
d6am3a_	d2pv7a1	0.51	0.90	0.25
d1htjf_	d2pv7a1	0.48	0.92	0.27
d3ozua3	d1g2qa_	0.58	0.92	0.44
d2iela1	d1g2qa_	0.57	0.90	0.42
d3tnja_	d1g2qa_	0.57	0.92	0.38
d1f20a2	d1g2qa_	0.58	0.91	0.43
d2piaa2	d1g2qa_	0.57	0.91	0.41
d3lo8a2	d1g2qa_	0.56	0.91	0.40
d2gm3a1	d1g2qa_	0.52	0.91	0.40
d5kycb_	d1wcha_	0.55	0.91	0.28
d2p62a1	d1wcha_	0.60	0.90	0.31
d2j0wa1	d1njfa_	0.34	0.92	0.33
d2akoa1	d1njfa_	0.35	0.92	0.39
d2brxa1	d1njfa_	0.34	0.92	0.32
d4a7wa_	d1njfa_	0.34	0.92	0.37
d2w21a_	d1njfa_	0.36	0.91	0.40
d3c20a1	d1njfa_	0.34	0.93	0.31
d2cdqa1	d1njfa_	0.35	0.93	0.32
d2j4ja_	d1njfa_	0.35	0.91	0.32
d3zzha_	d1njfa_	0.34	0.93	0.30
d1e19a_	d1njfa_	0.36	0.91	0.36
d2va1a_	d1njfa_	0.34	0.92	0.38
d4cu7a1	d1m3ya1	0.57	0.92	0.44
d1flca1	d1m3ya1	0.56	0.91	0.38
d2vzsa4	d1m3ya1	0.58	0.93	0.42
d3hn3a1	d1m3ya1	0.60	0.91	0.41
d1jz8a3	d1m3ya1	0.59	0.92	0.42
d1yq2a3	d1m3ya1	0.60	0.91	0.35
d3uswa_	d2f8ya_	0.49	0.91	0.27
d1l7da2	d2ihta1	0.52	0.91	0.44
d2mhja1	d1t4oa_	0.41	0.91	0.32
d6j09a1	d1t4oa_	0.40	0.91	0.31
d6j09a4	d1t4oa_	0.38	0.91	0.36
d2qdfa2	d1t4oa_	0.40	0.91	0.37
d4xgab2	d1t4oa_	0.37	0.92	0.38
d2qdfa1	d1t4oa_	0.43	0.90	0.32
d2ooda2	d2gj4a_	0.53	0.90	0.22
d6l0aa_	d2gj4a_	0.56	0.92	0.23
d5z5ca_	d2gj4a_	0.60	0.95	0.17
d4aqla2	d2gj4a_	0.55	0.90	0.22
d1ra0a2	d2gj4a_	0.57	0.91	0.22
d2p9ba2	d2gj4a_	0.57	0.92	0.20
d1yrra2	d2gj4a_	0.48	0.91	0.19
d3mkva2	d2gj4a_	0.54	0.90	0.20
d2qs8a2	d2gj4a_	0.50	0.91	0.19
d1j98a_	d1id0a_	0.58	0.95	0.28
d1kdga2	d1id0a_	0.41	0.92	0.25
d4xcha_	d1id0a_	0.58	0.96	0.34
d1n4wa2	d1id0a_	0.36	0.93	0.38
d1ju2a2	d1id0a_	0.43	0.92	0.29
d3qvpa2	d1id0a_	0.41	0.94	0.33
d2f5va2	d1id0a_	0.40	0.92	0.22
d2ebfx1	d1v0da_	0.49	0.90	0.27
d5axwa3	d1v0da_	0.40	0.91	0.20
d4jbua1	d1v0da_	0.59	0.91	0.24
d1gl4a1	d4ffua1	0.51	0.91	0.29
d2g6ya_	d4ffua1	0.48	0.90	0.39
d6m9za_	d4ffua1	0.48	0.93	0.38
d2c9ja_	d4ffua1	0.51	0.90	0.37
d2io8a3	d2r85a2	0.45	0.90	0.45
d2iiaa_	d2g2na_	0.49	0.95	0.46
d1ig3a1	d2g2na_	0.49	0.90	0.39
d1ig0a1	d2g2na_	0.49	0.91	0.40
d1sdda2	d2g2na_	0.49	0.92	0.32
d4fd9a_	d2g2na_	0.49	0.90	0.39
d3cvba_	d2g2na_	0.52	0.90	0.50
d1ibya_	d2g2na_	0.48	0.91	0.49
d1zhqa1	d1fjge2	0.50	0.90	0.38
d2m05a1	d1fjge2	0.59	0.91	0.47
d2bgca2	d2p6ha_	0.55	0.90	0.38
d3c20a1	d1p9ra1	0.32	0.90	0.29
d2cdqa1	d1p9ra1	0.33	0.90	0.28
d2imra1	d2as0a1	0.57	0.90	0.37
d2trcp_	d5y4ta1	0.59	0.92	0.41
d2j0wa1	d1b0ua1	0.31	0.92	0.36
d2akoa1	d1b0ua1	0.33	0.91	0.33
d2brxa1	d1b0ua1	0.31	0.92	0.30
d4a7wa_	d1b0ua1	0.31	0.93	0.30
d2w21a_	d1b0ua1	0.35	0.90	0.30
d3c20a1	d1b0ua1	0.31	0.92	0.35
d2cdqa1	d1b0ua1	0.32	0.93	0.33
d2j4ja_	d1b0ua1	0.31	0.91	0.35
d3zzha_	d1b0ua1	0.31	0.93	0.29
d1e19a_	d1b0ua1	0.33	0.93	0.29
d2va1a_	d1b0ua1	0.31	0.93	0.32
d1kpta_	d3c9ga_	0.39	0.91	0.30
d1lbua2	d3c9ga_	0.46	0.91	0.31
d5m1ea2	d3c9ga_	0.38	0.90	0.26
d3rf3a1	d4al0a_	0.50	0.90	0.44
d1k04a_	d4al0a_	0.44	0.96	0.46
d7lx0l_	d4al0a_	0.58	0.92	0.34
d1vcta1	d4al0a_	0.50	0.91	0.34
d1xwma_	d4al0a_	0.54	0.93	0.35
d1sumb_	d4al0a_	0.52	0.90	0.36
d1st6a7	d4al0a_	0.52	0.91	0.44
d1aepa_	d4al0a_	0.54	0.94	0.44
d3rf3b2	d4al0a_	0.53	0.92	0.45
d1cnt1_	d4al0a_	0.50	0.90	0.42
d1eq1a_	d4al0a_	0.54	0.96	0.42
d4ypoa2	d2qzca_	0.58	0.92	0.27
d1lqsl_	d2qzca_	0.46	0.94	0.30
d1f0la3	d2qzca_	0.53	0.91	0.30
d4cvka2	d1woha1	0.51	0.92	0.38
d1o5za2	d1woha1	0.54	0.91	0.38
d1j6ua3	d1woha1	0.57	0.91	0.30
d4ioja_	d1woha1	0.54	0.91	0.25
d3eaga2	d1woha1	0.56	0.92	0.36
d3mk1a_	d1woha1	0.58	0.92	0.38
d2wjpa2	d1woha1	0.49	0.90	0.31
d1e8ca3	d1woha1	0.52	0.91	0.40
d2gc6a2	d1woha1	0.55	0.90	0.42
d4m9da_	d1woha1	0.41	0.90	0.36
d3wj7a_	d3uqza2	0.60	0.90	0.30
d1wdka3	d3uqza2	0.59	0.92	0.40
d1gy8a_	d3uqza2	0.57	0.91	0.30
d4r3na1	d3uqza2	0.56	0.90	0.41
d3sxpa_	d3uqza2	0.57	0.90	0.31
d3pdua1	d3uqza2	0.60	0.91	0.43
d3ws7a1	d3uqza2	0.59	0.92	0.38
d3slga_	d3uqza2	0.57	0.91	0.31
d4gwka1	d3uqza2	0.60	0.91	0.40
d2gf2a1	d3uqza2	0.60	0.91	0.40
d2dapa1	d3uqza2	0.59	0.91	0.40
d6wjaa_	d3uqza2	0.59	0.91	0.33
d1sb8a_	d3uqza2	0.58	0.90	0.29
d3rqsa1	d3uqza2	0.60	0.92	0.43
d5je8a1	d3uqza2	0.59	0.91	0.45
d6smza1	d3uqza2	0.59	0.91	0.44
d1i3na_	d3uqza2	0.59	0.93	0.31
d3sc6a_	d3uqza2	0.56	0.91	0.31
d4lw8a_	d3uqza2	0.58	0.91	0.32
d4e12a1	d3uqza2	0.57	0.92	0.43
d4wpga1	d3uqza2	0.56	0.91	0.29
d1ff9a1	d3uqza2	0.60	0.90	0.42
d2p4hx_	d3uqza2	0.59	0.90	0.33
d1a3xa3	d4kefa1	0.55	0.91	0.31
d3cmia_	d4kefa1	0.59	0.90	0.29
d1wmhb_	d4kefa1	0.54	0.90	0.27
d1oeyj_	d4kefa1	0.52	0.91	0.28
d1pqsa_	d4kefa1	0.54	0.91	0.22
d1e0ta3	d4kefa1	0.55	0.93	0.32
d2g50a3	d4kefa1	0.56	0.93	0.32
d3hqna3	d4kefa1	0.57	0.92	0.33
d6k2fa1	d1a3xa3	0.53	0.93	0.33
d1pd0a4	d1a3xa3	0.50	0.92	0.24
d2lxxa_	d1a3xa3	0.54	0.91	0.29
d1j72a3	d1a3xa3	0.51	0.92	0.35
d2a1ia1	d1a3xa3	0.54	0.91	0.43
d2fh1a3	d1a3xa3	0.54	0.91	0.30
d1m4ja_	d1a3xa3	0.55	0.93	0.34
d2hxva2	d1a3xa3	0.56	0.91	0.38
d7c2gg2	d1a3xa3	0.55	0.91	0.29
d1t3ya_	d1a3xa3	0.57	0.92	0.33
d2mv2a_	d1a3xa3	0.54	0.92	0.31
d1svya_	d1a3xa3	0.53	0.92	0.29
d7c2gg1	d1a3xa3	0.55	0.90	0.32
d4bex1_	d1a3xa3	0.54	0.90	0.32
d2fh1a1	d1a3xa3	0.54	0.92	0.29
d4cbug_	d1a3xa3	0.54	0.91	0.29
d2kvka1	d1a3xa3	0.53	0.90	0.32
d1f7sa_	d1a3xa3	0.55	0.92	0.28
d2w0ia_	d1a3xa3	0.55	0.90	0.32
d2xfaa_	d1a3xa3	0.54	0.92	0.30
d3q2ba_	d1a3xa3	0.56	0.92	0.33
d1hqz1_	d1a3xa3	0.54	0.91	0.33
d5fafa1	d1a3xa3	0.51	0.91	0.31
d2lrba_	d1a3xa3	0.54	0.92	0.30
d1m2oa4	d1a3xa3	0.50	0.91	0.29
d1vkka_	d1a3xa3	0.56	0.92	0.33
d1pava_	d1tdja3	0.52	0.93	0.39
d1jdqa1	d1tdja3	0.55	0.91	0.37
d1je3a1	d1tdja3	0.52	0.93	0.39
d1g5ca_	d4wbja_	0.57	0.90	0.34
d3m4ia_	d4wbja_	0.51	0.92	0.32
d1gz0a2	d4wbja_	0.58	0.96	0.28
d1xpaa1	d2j0181	0.56	0.95	0.24
d4kfna2	d6pz7a_	0.58	0.91	0.48
d1vlpa2	d6pz7a_	0.58	0.92	0.42
d1ybea1	d6pz7a_	0.57	0.93	0.46
d4hl7a2	d6pz7a_	0.58	0.91	0.44
d2dixa1	d2cc6a_	0.48	0.91	0.47
d1x47a1	d2cc6a_	0.48	0.90	0.31
d2dmya1	d2cc6a_	0.47	0.92	0.48
d1uila1	d2cc6a_	0.47	0.90	0.42
d2ljha_	d2cc6a_	0.46	0.93	0.44
d1x49a1	d2cc6a_	0.49	0.91	0.48
d6sdya1	d2cc6a_	0.50	0.92	0.49
d1whqa1	d2cc6a_	0.48	0.91	0.46
d1wv8a1	d2cc6a_	0.26	0.91	0.40
d1pyya3	d2j9la1	0.51	0.90	0.21
d1vqqa2	d2j9la1	0.52	0.90	0.25
d1vq8s1	d2fgoa_	0.52	0.91	0.38
d1puca_	d2fgoa_	0.59	0.91	0.28
d1gz0a2	d3mnga_	0.59	0.95	0.29
d1ifqa1	d3c8ca1	0.59	0.90	0.36
d3bw6a1	d3c8ca1	0.59	0.90	0.28
d2fh5a1	d3c8ca1	0.58	0.90	0.35
d6xxja_	d6agsa2	0.37	0.93	0.33
d1k1ga_	d2z51a1	0.60	0.92	0.38
d3dnja_	d2z51a1	0.46	0.94	0.47
d4yjma_	d2z51a1	0.51	0.91	0.47
d6y2ca_	d2z51a1	0.59	0.91	0.48
d1repc2	d2z51a1	0.52	0.91	0.40
d1fnoa3	d2q4ha1	0.44	0.92	0.33
d3c96a2	d2q4ha1	0.49	0.96	0.35
d2y8ya2	d2q4ha1	0.52	0.94	0.31
d1pj5a3	d2q4ha1	0.48	0.97	0.33
d1s3ea2	d2q4ha1	0.50	0.97	0.37
d1kdga2	d2q4ha1	0.46	0.97	0.40
d1vg0a2	d2q4ha1	0.52	0.93	0.35
d3i4hx1	d2q4ha1	0.50	0.90	0.34
d2voua2	d2q4ha1	0.49	0.96	0.30
d2iida2	d2q4ha1	0.50	0.97	0.36
d2ivda2	d2q4ha1	0.50	0.98	0.35
d1c0pa2	d2q4ha1	0.47	0.96	0.35
d1seza2	d2q4ha1	0.50	0.97	0.35
d2gf3a2	d2q4ha1	0.46	0.96	0.32
d2dw4a3	d2q4ha1	0.47	0.97	0.37
d2gmha2	d2q4ha1	0.49	0.96	0.37
d1d5ta2	d2q4ha1	0.52	0.93	0.30
d1n4wa2	d2q4ha1	0.45	0.98	0.39
d1ju2a2	d2q4ha1	0.44	0.96	0.39
d3qvpa2	d2q4ha1	0.46	0.96	0.36
d1vgya2	d2q4ha1	0.46	0.91	0.35
d1an9a2	d2q4ha1	0.46	0.96	0.34
d1ryia2	d2q4ha1	0.46	0.95	0.31
d1d7la2	d2q4ha1	0.49	0.96	0.31
d2f5va2	d2q4ha1	0.44	0.98	0.36
d1d3ya_	d3enda_	0.54	0.90	0.37
d1o97c_	d3enda_	0.59	0.90	0.36
d6q2ca1	d3h1da1	0.53	0.92	0.25
d1hhsa_	d3h1da1	0.44	0.92	0.20
d3czha1	d3h1da1	0.54	0.91	0.24
d4dvqa_	d3h1da1	0.56	0.91	0.22
d6t0ja1	d3h1da1	0.50	0.92	0.25
d1wiya_	d3h1da1	0.55	0.92	0.26
d6n6qa_	d3h1da1	0.57	0.92	0.24
d3buja1	d3h1da1	0.57	0.92	0.24
d6ycma_	d3h1da1	0.55	0.90	0.25
d3r9ba_	d3h1da1	0.58	0.91	0.23
d3mgxa_	d3h1da1	0.60	0.92	0.24
d6ueza1	d3h1da1	0.53	0.93	0.23
d6l8ia_	d3h1da1	0.59	0.93	0.25
d6a15a1	d3h1da1	0.53	0.92	0.26
d6gmfa_	d3h1da1	0.58	0.93	0.24
d5xjna_	d3h1da1	0.56	0.91	0.24
d7anta_	d3h1da1	0.58	0.92	0.23
d5hdia_	d3h1da1	0.55	0.90	0.25
d3b6ha1	d3h1da1	0.60	0.92	0.24
d2zbxa1	d3h1da1	0.56	0.92	0.25
d5m0na1	d3h1da1	0.54	0.91	0.23
d5xw2a_	d3h1da1	0.54	0.92	0.26
d4ep6a_	d3h1da1	0.57	0.92	0.23
d1re9a_	d3h1da1	0.60	0.92	0.24
d4yt3a_	d3h1da1	0.59	0.91	0.27
d2rfba_	d3h1da1	0.58	0.92	0.23
d2jjna_	d3h1da1	0.56	0.93	0.24
d4i43b4	d3h1da1	0.47	0.91	0.17
d4yzra_	d3h1da1	0.58	0.92	0.25
d2ci0a_	d3h1da1	0.59	0.93	0.26
d3k9va_	d3h1da1	0.57	0.91	0.23
d4y8wa1	d3h1da1	0.55	0.91	0.25
d4rm4a_	d3h1da1	0.53	0.90	0.27
d6xala_	d3h1da1	0.55	0.91	0.24
d1t77a1	d3h1da1	0.53	0.90	0.24
d2xkra_	d3h1da1	0.56	0.92	0.25
d3oo3a_	d3h1da1	0.57	0.92	0.27
d2ycaa_	d3h1da1	0.57	0.91	0.23
d6ldla_	d3h1da1	0.55	0.91	0.23
d3awma_	d3h1da1	0.58	0.92	0.23
d1ueda_	d3h1da1	0.59	0.91	0.26
d2uuqa_	d3h1da1	0.58	0.91	0.25
d1io7a_	d3h1da1	0.57	0.91	0.26
d3weca_	d3h1da1	0.60	0.92	0.24
d1n40a_	d3h1da1	0.58	0.91	0.23
d2ij2a_	d3h1da1	0.56	0.93	0.22
d7cb9a_	d3h1da1	0.53	0.92	0.25
d3n9ya_	d3h1da1	0.57	0.91	0.24
d4r21a_	d3h1da1	0.57	0.91	0.24
d1s5ja2	d3h1da1	0.46	0.91	0.25
d4pxha_	d3h1da1	0.59	0.93	0.23
d3zuka_	d3h1da1	0.54	0.91	0.21
d3a4ga_	d3h1da1	0.57	0.93	0.24
d6suka_	d3h1da1	0.57	0.93	0.21
d6f0ca_	d3h1da1	0.57	0.91	0.24
d6l69a_	d3h1da1	0.58	0.91	0.25
d4iuwa_	d3h1da1	0.54	0.94	0.22
d4dnja_	d3h1da1	0.57	0.92	0.23
d2z3ta_	d3h1da1	0.57	0.91	0.24
d3gw9a_	d3h1da1	0.53	0.92	0.23
