query	target	prog_score	cirpin_score	tm_score_cp
d2bv2a_	d1pfoa2	0.57	0.92	0.33
d2bv2a_	d4q14a_	0.47	0.90	0.35
d1j6ra1	d3qvpa2	0.53	0.92	0.38
d1npya2	d1jmva_	0.56	0.90	0.37
d1ou0a_	d6xxja_	0.55	0.92	0.32
d6zshb_	d2euca1	0.40	0.90	0.46
d1r89a2	d3imia_	0.59	0.91	0.32
d1r89a2	d3ksva_	0.60	0.93	0.34
d1r89a2	d4zgla_	0.60	0.90	0.31
d1r89a2	d6xr5a2	0.47	0.91	0.31
d2moua_	d2iiia_	0.58	0.90	0.37
d3imka1	d1ig0a2	0.55	0.94	0.30
d3imka1	d1v1aa_	0.49	0.90	0.33
d3imka1	d4s1ha1	0.54	0.90	0.32
d2iiaa_	d1sddb2	0.44	0.95	0.37
d2iiaa_	d2aana_	0.38	0.92	0.38
d2iiaa_	d1aoza1	0.40	0.91	0.39
d2iiaa_	d1kbva2	0.43	0.94	0.33
d2iiaa_	d2g2na_	0.49	0.95	0.46
d2iiaa_	d2q9oa2	0.46	0.90	0.29
d2iiaa_	d1f86a_	0.49	0.96	0.44
d2iiaa_	d1pfoa2	0.53	0.95	0.44
d2iiaa_	d5n0ka2	0.40	0.92	0.32
d2iiaa_	d1sdda2	0.43	0.92	0.33
d2iiaa_	d1lqbc_	0.57	0.91	0.27
d2iiaa_	d3qvaa1	0.48	0.97	0.46
d2iiaa_	d4q14a_	0.46	0.95	0.43
d2iiaa_	d1aoza2	0.44	0.94	0.27
d2iiaa_	d2ccwa_	0.42	0.90	0.36
d2iiaa_	d2bz7a_	0.39	0.90	0.40
d2iiaa_	d1f56a_	0.44	0.91	0.40
d2iiaa_	d3cvba_	0.39	0.93	0.44
d2iiaa_	d2j73a_	0.52	0.91	0.47
d2iiaa_	d1ibya_	0.42	0.91	0.43
d2iiaa_	d5n0ka1	0.43	0.90	0.27
d2iiaa_	d2cuaa_	0.43	0.92	0.37
d2iiaa_	d2bw4a2	0.45	0.92	0.27
d2iiaa_	d5n0ka3	0.40	0.91	0.25
d2iiaa_	d2h6ua_	0.49	0.96	0.45
d2z16a1	d1ou5a1	0.51	0.90	0.26
d2z16a1	d1n52a2	0.59	0.92	0.33
d2rspa_	d5xbxa1	0.60	0.93	0.37
d1dp4a_	d1to6a_	0.56	0.91	0.39
d3t94a_	d4n7ta1	0.56	0.90	0.31
d3t94a_	d1o98a2	0.58	0.92	0.36
d2fzpa1	d2cx7a_	0.45	0.93	0.34
d2fzpa1	d6ovpa_	0.46	0.90	0.30
d2fzpa1	d2ozga1	0.49	0.90	0.30
d2fzpa1	d1y71a1	0.34	0.90	0.29
d2fzpa1	d1pz4a1	0.44	0.92	0.31
d2fzpa1	d1c44a_	0.44	0.91	0.34
d1zmia_	d1bbga_	0.52	0.90	0.32
d1zmia_	d2dxua2	0.59	0.90	0.36
d1zmia_	d1vzia2	0.57	0.95	0.25
d3u0oa2	d4dz6a1	0.58	0.90	0.35
d3u0oa2	d3bbba_	0.59	0.90	0.37
d1nlta1	d2gysa1	0.54	0.91	0.29
d1nlta1	d2cg7a2	0.57	0.92	0.32
d1nlta1	d4cu7a4	0.48	0.91	0.32
d3ozua3	d5jsqa_	0.57	0.93	0.47
d3ozua3	d1g2qa_	0.58	0.92	0.44
d3ozua3	d2dy0a_	0.58	0.92	0.35
d3ozua3	d5eswa1	0.58	0.91	0.44
d3ozua3	d6lbpa2	0.59	0.90	0.38
d3ozua3	d1xrsb1	0.48	0.92	0.49
d3ozua3	d3zhoa_	0.43	0.91	0.46
d3ozua3	d1ecfa1	0.55	0.91	0.37
d3ozua3	d1l1qa1	0.57	0.93	0.37
d3ozua3	d2ps1a_	0.59	0.91	0.40
d3ozua3	d1dxya2	0.47	0.92	0.44
d3ozua3	d5wida_	0.43	0.91	0.43
d3ozua3	d1reqa2	0.51	0.93	0.48
d3ozua3	d7b73a1	0.54	0.91	0.32
d3ozua3	d2jbha_	0.58	0.90	0.40
d3ozua3	d5voga1	0.59	0.91	0.37
d5uiya_	d2dwka_	0.55	0.91	0.31
d4f3mb_	d2gjva1	0.56	0.91	0.32
d1rlwa_	d1r4xa1	0.49	0.92	0.41
d1rlwa_	d3pjla_	0.52	0.92	0.47
d1rlwa_	d3lzla_	0.55	0.92	0.44
d2buja1	d4iuja_	0.51	0.91	0.23
d2buja1	d5d9aa3	0.52	0.91	0.20
d2buja1	d1q8ia2	0.60	0.92	0.22
d2bhua2	d1z1wa3	0.55	0.91	0.36
d1w7ca3	d6qqha_	0.50	0.90	0.32
d1w7ca3	d2gj3a_	0.50	0.91	0.34
d1w7ca3	d4e04a1	0.48	0.91	0.37
d1w7ca3	d6gg9a1	0.48	0.92	0.35
d1w7ca3	d3zq5a1	0.50	0.91	0.34
d1w7ca3	d3f1pb_	0.51	0.91	0.36
d1w7ca3	d5f68a_	0.51	0.91	0.33
d1w7ca3	d4wn5a1	0.52	0.90	0.35
d1w7ca3	d1oj5a_	0.56	0.93	0.34
d4e6ma2	d7ebca_	0.60	0.92	0.31
d3a5fa_	d1rhca_	0.46	0.91	0.50
d1ldja1	d1qzya1	0.52	0.96	0.48
d2dy0a_	d3ozua3	0.58	0.92	0.46
d2dy0a_	d1f20a2	0.58	0.90	0.34
d2btua2	d4dz6a1	0.59	0.93	0.38
d2btua2	d1wela1	0.57	0.90	0.33
d2btua2	d3bbba_	0.59	0.93	0.39
d3c96a2	d2q4ha1	0.49	0.96	0.35
d3c96a2	d2y8ya2	0.59	0.95	0.45
d3c96a2	d2q4ha2	0.47	0.91	0.35
d3c96a2	d1guqa2	0.49	0.93	0.33
d3c96a2	d3fz2a1	0.41	0.94	0.46
d3c96a2	d1guqa1	0.49	0.95	0.29
d3c96a2	d2gjva1	0.38	0.92	0.43
d3c96a2	d4zgla_	0.51	0.93	0.40
d3c96a2	d6j64b_	0.50	0.90	0.39
d1iwga7	d1u8va1	0.54	0.91	0.29
d1iwga7	d3rkog_	0.49	0.90	0.29
d1iwga7	d1tqga1	0.55	0.90	0.29
d1p9la1	d1ig0a2	0.53	0.91	0.40
d1p9la1	d1ig3a2	0.56	0.92	0.45
d1p9la1	d1krha2	0.51	0.91	0.39
d1p9la1	d1tvca2	0.54	0.91	0.42
d1p9la1	d2piaa2	0.51	0.91	0.47
d1p9la1	d1qfja2	0.55	0.94	0.39
d6vxca_	d2wmfa1	0.58	0.92	0.25
d6vxca_	d4d6ga1	0.59	0.91	0.27
d5troa1	d1pbja3	0.58	0.90	0.23
d5troa1	d2p3ha1	0.44	0.92	0.22
d5w8za1	d1r8ea1	0.56	0.91	0.27
d1sxja1	d2jdid1	0.58	0.90	0.31
d1sxja1	d2o7ta2	0.58	0.90	0.30
d1p6oa_	d2w6ka1	0.44	0.90	0.42
d6ovpa_	d2fzpa1	0.46	0.90	0.30
d1wiia1	d2ghfa3	0.55	0.92	0.31
d4h0pa2	d3mqda2	0.59	0.94	0.30
d4h0pa2	d1tqya2	0.59	0.94	0.37
d4h0pa2	d2glza1	0.45	0.91	0.26
d4h0pa2	d2gvia1	0.47	0.92	0.34
d4h0pa2	d6koga2	0.59	0.93	0.29
d4h0pa2	d2hg4a3	0.58	0.92	0.37
d1h7ca_	d2q9qc_	0.52	0.92	0.43
d1zoda_	d1peqa2	0.56	0.92	0.26
d2nrha2	d6y8ya2	0.54	0.92	0.32
d2nrha2	d1k2yx1	0.56	0.91	0.41
d2nrha2	d1atia1	0.46	0.92	0.33
d2nrha2	d4hwta2	0.43	0.92	0.32
d2nrha2	d1pd0a4	0.54	0.90	0.31
d2nrha2	d2glza1	0.45	0.94	0.36
d2nrha2	d2gvia1	0.47	0.95	0.33
d2nrha2	d3uh0a2	0.45	0.92	0.33
d2nrha2	d1wu7a1	0.45	0.92	0.33
d2nrha2	d1v95a1	0.44	0.93	0.46
d2nrha2	d1h4vb1	0.44	0.93	0.32
d2nrha2	d4hwsa2	0.42	0.91	0.32
d2nrha2	d1v0wa2	0.59	0.90	0.28
d2nrha2	d1kmma1	0.43	0.93	0.34
d2nrha2	d1k2yx3	0.59	0.93	0.41
d2nrha2	d1hc7a1	0.47	0.92	0.32
d2nrha2	d1qe0a1	0.45	0.93	0.33
d2nrha2	d1g5ia1	0.43	0.92	0.32
d2nrha2	d1k2yx2	0.58	0.91	0.40
d2pw9a1	d1seza1	0.54	0.91	0.20
d2qame1	d1t94a2	0.52	0.92	0.22
d1zunb2	d2pp6a1	0.54	0.93	0.43
d1zunb2	d7kria1	0.59	0.93	0.41
d3ziwa2	d3v98a1	0.54	0.90	0.45
d3ziwa2	d1bu8a1	0.56	0.91	0.48
d3ziwa2	d3pzwa1	0.56	0.91	0.37
d3ziwa2	d2p0ma2	0.56	0.90	0.44
d1k2yx1	d2qi2a2	0.53	0.93	0.46
d1k2yx1	d3djcc2	0.55	0.91	0.42
d1k2yx1	d2nrha2	0.56	0.91	0.41
d1k2yx1	d1pd0a4	0.54	0.94	0.30
d1k2yx1	d4czga1	0.56	0.90	0.49
d1k2yx1	d2vgna2	0.55	0.92	0.45
d1k2yx1	d1dt9a1	0.52	0.92	0.49
d1k2yx1	d2f9wa1	0.55	0.92	0.43
d1k2yx1	d3bexa2	0.56	0.91	0.43
d1k2yx1	d4af1a2	0.51	0.92	0.49
d1k2yx1	d3djca1	0.56	0.92	0.42
d1k2yx1	d5tkwa2	0.59	0.90	0.33
d1k2yx1	d1iv0a_	0.52	0.92	0.41
d1k2yx1	d3bexa1	0.56	0.90	0.42
d1k2yx1	d2ch5a2	0.56	0.91	0.43
d1k2yx1	d2bh1a1	0.56	0.91	0.26
d1k2yx1	d1nu0a_	0.51	0.92	0.46
d1k2yx1	d1huxa_	0.57	0.91	0.30
d1k2yx1	d1vhxa1	0.52	0.93	0.45
d1k2yx1	d1zc6a2	0.56	0.91	0.40
d1k2yx1	d7bvza1	0.56	0.91	0.47
d1k2yx1	d1zc6a1	0.57	0.91	0.39
d1k2yx1	d2h3gx2	0.54	0.91	0.44
d1k2yx1	d5jica1	0.57	0.92	0.28
d1k2yx1	d1woqa2	0.56	0.91	0.47
d1gyta1	d2gc6a1	0.49	0.92	0.35
d1gyta1	d7cc3a1	0.45	0.93	0.46
d1gyta1	d3ijwa1	0.55	0.91	0.31
d1gyta1	d1j6ua2	0.52	0.95	0.48
d1gyta1	d4cvka3	0.50	0.92	0.35
d1gyta1	d4h8ea_	0.43	0.90	0.45
d1gyta1	d3ugsa_	0.45	0.91	0.43
d1gyta1	d5xk6a1	0.46	0.92	0.41
d1gyta1	d1p3da2	0.50	0.94	0.50
d1gyta1	d2wjpa3	0.50	0.93	0.35
d1gyta1	d7cpme_	0.45	0.90	0.43
d1gyta1	d1o5za1	0.52	0.93	0.48
d1gyta1	d7kesa_	0.54	0.92	0.32
d1wzda_	d1evsa_	0.54	0.91	0.47
d1wzda_	d1lqsl_	0.48	0.92	0.30
d1h3na3	d3i9la_	0.57	0.92	0.22
d1h3na3	d1isia_	0.59	0.93	0.21
d2akoa1	d2gk6a1	0.38	0.94	0.35
d2akoa1	d3defa_	0.36	0.90	0.45
d2akoa1	d1r6bx3	0.35	0.92	0.32
d2akoa1	d3c5ca_	0.37	0.91	0.30
d2akoa1	d1oxxk2	0.34	0.91	0.34
d2akoa1	d5ep2a1	0.32	0.92	0.36
d2akoa1	d2p65a_	0.34	0.90	0.38
d2akoa1	d2yjtd_	0.42	0.96	0.43
d2akoa1	d2pl3a1	0.40	0.94	0.41
d2akoa1	d1gm5a4	0.41	0.93	0.39
d2akoa1	d1wmsa_	0.36	0.91	0.32
d2akoa1	d1z3ix2	0.33	0.97	0.38
d2akoa1	d1ye8a1	0.35	0.93	0.33
d2akoa1	d1fnna2	0.34	0.93	0.37
d2akoa1	d4qqwa3	0.38	0.95	0.37
d2akoa1	d1njfa_	0.35	0.92	0.39
d2akoa1	d1b0ua1	0.33	0.91	0.33
d2akoa1	d1w5sa2	0.36	0.95	0.39
d2akoa1	d6g2va_	0.35	0.91	0.35
d2akoa1	d1cbua_	0.35	0.91	0.39
d2akoa1	d2p6ra3	0.38	0.94	0.47
d2akoa1	d3mwja_	0.36	0.95	0.45
d2akoa1	d5zuia2	0.36	0.93	0.31
d2akoa1	d1qdea_	0.40	0.93	0.46
d2akoa1	d3gfoa_	0.34	0.91	0.34
d2akoa1	d1x7yb1	0.53	0.90	0.36
d2akoa1	d1f5na2	0.38	0.90	0.40
d2akoa1	d1f6ba_	0.38	0.93	0.45
d2akoa1	d2a5yb3	0.35	0.92	0.33
d2akoa1	d3sxua_	0.46	0.93	0.38
d2akoa1	d5x4ba_	0.41	0.91	0.35
d2akoa1	d5tv2a1	0.38	0.90	0.46
d2akoa1	d1c4oa1	0.41	0.93	0.34
d2akoa1	d5gvra_	0.40	0.92	0.45
d2akoa1	d1z06a1	0.37	0.91	0.34
d2akoa1	d1z2aa_	0.38	0.91	0.33
d2akoa1	d3iuya1	0.39	0.92	0.45
d2akoa1	d1uaaa1	0.38	0.93	0.31
d2akoa1	d2eyqa3	0.41	0.94	0.45
d2akoa1	d2pcja_	0.32	0.91	0.40
d2akoa1	d3x1xa_	0.36	0.91	0.34
d2akoa1	d3jb9x4	0.35	0.93	0.44
d2akoa1	d1sgwa1	0.31	0.90	0.40
d2akoa1	d1jqlb_	0.42	0.91	0.39
d2akoa1	d1yksa1	0.39	0.91	0.34
d2akoa1	d2xaua1	0.32	0.94	0.36
d2akoa1	d7dtka_	0.39	0.94	0.40
d2akoa1	d1g7sa4	0.39	0.93	0.49
d2akoa1	d1g5ta_	0.39	0.96	0.33
d2akoa1	d4pj3a4	0.35	0.92	0.45
d2akoa1	d3jb9x3	0.35	0.93	0.23
d2akoa1	d4crwb_	0.43	0.96	0.38
d2akoa1	d3peya2	0.38	0.97	0.47
d2akoa1	d1z3ix1	0.39	0.94	0.34
d2akoa1	d1w36b2	0.36	0.93	0.29
d2akoa1	d2hxsa1	0.35	0.91	0.42
d2akoa1	d3bera_	0.40	0.93	0.39
d2akoa1	d2d2ea_	0.34	0.90	0.34
d2akoa1	d2p5sa_	0.35	0.90	0.41
d2akoa1	d1z63a1	0.39	0.95	0.37
d2akoa1	d4d0ga_	0.36	0.90	0.34
d2akoa1	d2gnoa2	0.36	0.90	0.36
d2akoa1	d2onka1	0.30	0.90	0.39
d2akoa1	d1gkub2	0.38	0.95	0.38
d2akoa1	d1mkya1	0.36	0.91	0.36
d2akoa1	d3d8ba_	0.34	0.92	0.33
d2akoa1	d1ovma3	0.54	0.92	0.46
d2akoa1	d1gkub1	0.37	0.94	0.44
d2akoa1	d3seaa_	0.33	0.91	0.34
d2akoa1	d2vk8a3	0.52	0.93	0.32
d2akoa1	d1iqpa2	0.36	0.92	0.34
d2akoa1	d1t5ia_	0.42	0.96	0.42
d2akoa1	d1tf5a4	0.40	0.94	0.41
d2akoa1	d1c4oa2	0.41	0.95	0.41
d2akoa1	d2fz4a1	0.37	0.93	0.30
d2akoa1	d2z0ma2	0.40	0.91	0.37
d2akoa1	d1w36d2	0.40	0.92	0.32
d2akoa1	d1tf5a3	0.34	0.94	0.40
d2akoa1	d4qqwa2	0.36	0.94	0.40
d2akoa1	d1gm5a3	0.38	0.92	0.42
d2akoa1	d3hjha1	0.41	0.90	0.28
d2akoa1	d1d2na_	0.33	0.91	0.33
d2akoa1	d1in4a2	0.41	0.91	0.40
d2akoa1	d3peya1	0.40	0.94	0.45
d2akoa1	d2fh5b1	0.33	0.92	0.47
d2akoa1	d1t6na_	0.38	0.95	0.46
d2akoa1	d1q0ua_	0.40	0.93	0.36
d2akoa1	d1nrjb_	0.33	0.92	0.36
d2akoa1	d3lfua1	0.38	0.93	0.31
d2akoa1	d5nt7b_	0.40	0.94	0.37
d2akoa1	d1wp9a1	0.36	0.94	0.47
d2akoa1	d1a1va2	0.35	0.90	0.29
d2akoa1	d3tuic1	0.33	0.91	0.35
d2akoa1	d2i3ba1	0.36	0.91	0.37
d2akoa1	d2dy1a2	0.36	0.92	0.41
d2akoa1	d1w36c2	0.37	0.90	0.23
d2akoa1	d1a1va1	0.37	0.91	0.36
d2akoa1	d1yj5a2	0.46	0.90	0.33
d2akoa1	d2hjva_	0.41	0.96	0.41
d2akoa1	d2eyqa5	0.42	0.96	0.42
d2akoa1	d2fnaa2	0.40	0.93	0.33
d2akoa1	d1oywa3	0.41	0.94	0.38
d2akoa1	d6z4wa_	0.34	0.91	0.40
d2akoa1	d2gk6a3	0.33	0.94	0.40
d2akoa1	d1g41a_	0.34	0.94	0.26
d2akoa1	d2jdid3	0.35	0.93	0.42
d2akoa1	d6m96a1	0.35	0.92	0.33
d2akoa1	d1w4ra1	0.40	0.94	0.35
d2akoa1	d1um8a_	0.40	0.92	0.36
d2akoa1	d3hjha2	0.44	0.93	0.27
d2akoa1	d2c61a1	0.33	0.92	0.44
d2akoa1	d2xaua2	0.40	0.93	0.39
d2akoa1	d2z0ma1	0.38	0.94	0.46
d2akoa1	d5y4za1	0.35	0.93	0.28
d2akoa1	d2i4ia3	0.40	0.93	0.45
d2akoa1	d2oxca_	0.37	0.94	0.46
d2akoa1	d1zd9a1	0.35	0.90	0.35
d2akoa1	d1w36d1	0.38	0.92	0.33
d2akoa1	d2dpya2	0.33	0.94	0.37
d2akoa1	d2jdia3	0.33	0.92	0.44
d2akoa1	d2j0sa2	0.41	0.96	0.40
d2akoa1	d6v6ua_	0.35	0.93	0.42
d2akoa1	d6hh2a_	0.33	0.91	0.41
d2akoa1	d1oywa2	0.40	0.94	0.46
d2akoa1	d3tbka1	0.36	0.95	0.39
d2akoa1	d1rifa_	0.48	0.93	0.39
d2akoa1	d3l0ob2	0.34	0.91	0.41
d2akoa1	d3dkpa1	0.37	0.93	0.47
d2akoa1	d2g2jc_	0.43	0.96	0.43
d2akoa1	d2ozlb1	0.56	0.91	0.36
d2akoa1	d1lv7a_	0.34	0.91	0.42
d2akoa1	d1a5ta2	0.32	0.91	0.35
d2hjsa2	d3cx5b1	0.59	0.92	0.44
d2hjsa2	d6tcdd1	0.46	0.91	0.44
d2hjsa2	d1oqva_	0.57	0.91	0.34
d2hjsa2	d1pp9a1	0.57	0.90	0.28
d2hjsa2	d6jfwa1	0.40	0.91	0.44
d2hjsa2	d1q2la1	0.60	0.93	0.39
d2hjsa2	d1pp9a2	0.59	0.92	0.43
d1hkya1	d2b97a_	0.53	0.93	0.36
d1hkya1	d1dtdb_	0.40	0.94	0.32
d2pt0a_	d2e01a1	0.51	0.91	0.24
d3ixra1	d1g5ca_	0.59	0.90	0.33
d6d8ha_	d3bsua1	0.40	0.91	0.28
d3i33a1	d3mqda2	0.60	0.93	0.42
d3i33a1	d2gvia1	0.48	0.92	0.37
d3i33a1	d6koga2	0.59	0.93	0.36
d3i33a1	d2hg4a3	0.59	0.92	0.43
d1eova1	d1gm5a2	0.56	0.91	0.45
d2vy6a2	d2hjqa2	0.37	0.93	0.36
d2vy6a2	d1aiwa_	0.55	0.91	0.46
d2vy6a2	d2outa2	0.38	0.95	0.29
d3sqfa_	d4jp6a_	0.58	0.95	0.46
d2cx1a1	d1eara1	0.52	0.91	0.27
d3i7ta_	d1vjpa4	0.34	0.91	0.45
d3i7ta_	d1dt9a3	0.40	0.91	0.35
d3i7ta_	d4af1a1	0.40	0.91	0.36
d3i7ta_	d1drua2	0.32	0.90	0.43
d3i7ta_	d1p9la2	0.34	0.90	0.39
d3a6sa_	d3ziwa1	0.44	0.91	0.28
d6riva2	d3s9da_	0.41	0.92	0.40
d6riva2	d5gmza_	0.54	0.90	0.36
d6riva2	d1au1a_	0.43	0.93	0.36
d6riva2	d2l3ya_	0.40	0.91	0.27
d6riva2	d3piwa_	0.46	0.90	0.33
d6riva2	d1n1fa_	0.44	0.92	0.28
d6riva2	d1lqsl_	0.46	0.92	0.36
d6riva2	d3besl_	0.45	0.96	0.34
d6riva2	d3q1si_	0.46	0.92	0.33
d4o1na2	d3ge3c_	0.58	0.91	0.46
d4o1na2	d4hwxa1	0.50	0.93	0.32
d1n62b2	d2i3oa1	0.59	0.91	0.23
d5id6a1	d4i6na1	0.50	0.91	0.23
d5id6a1	d1inpa_	0.58	0.91	0.25
d5id6a1	d4guza1	0.54	0.90	0.26
d5id6a1	d2cb5a_	0.52	0.91	0.24
d5id6a1	d2wdta_	0.48	0.91	0.24
d5id6a1	d2e01a1	0.51	0.90	0.21
d5id6a1	d1w4ta1	0.56	0.90	0.27
d5id6a1	d1cmxa_	0.52	0.90	0.27
d1ahla_	d1bbga_	0.50	0.91	0.25
d1ahla_	d4n7fa1	0.60	0.91	0.31
d2qi2a3	d1luaa2	0.43	0.91	0.34
d2qi2a3	d5s5df1	0.52	0.90	0.37
d2qi2a3	d1b74a1	0.45	0.92	0.32
d2qi2a3	d1jfla1	0.48	0.92	0.33
d2qi2a3	d2zska1	0.46	0.93	0.34
d2qi2a3	d2gm5a_	0.41	0.93	0.38
d2qi2a3	d1t1ja1	0.34	0.92	0.39
d2qi2a3	d1t6t1_	0.52	0.91	0.43
d2qi2a3	d5hqta1	0.45	0.92	0.35
d2qi2a3	d1m0wa1	0.43	0.95	0.38
d2qi2a3	d5hqta2	0.44	0.92	0.34
d2qi2a3	d3bvpa1	0.36	0.91	0.36
d2qi2a3	d1jfla2	0.44	0.93	0.36
d2qi2a3	d6wlzn_	0.52	0.91	0.42
d2qi2a3	d3pkza_	0.37	0.91	0.36
d2qi2a3	d2zska2	0.46	0.92	0.31
d2qi2a3	d1b74a2	0.48	0.91	0.30
d2qi2a3	d3guva_	0.37	0.94	0.31
d2qi2a3	d2io8a1	0.38	0.90	0.36
d1zh5a1	d1qzya1	0.42	0.92	0.41
d2i2t11	d2eyqa1	0.54	0.91	0.31
d2i2t11	d2k4xa1	0.58	0.92	0.35
d1q3ja_	d1ywia1	0.58	0.92	0.28
d1q3ja_	d1gl0i_	0.57	0.95	0.28
d1q3ja_	d2itka1	0.59	0.92	0.31
d1q3ja_	d2ho2a1	0.58	0.95	0.27
d1q3ja_	d2j5ha1	0.56	0.94	0.25
d1q3ja_	d2dxua2	0.59	0.91	0.33
d1q3ja_	d4n7fa1	0.56	0.91	0.31
d1fxma_	d3b9oa_	0.60	0.91	0.44
d1fxma_	d6aska_	0.58	0.92	0.45
d1fxma_	d5dqpa_	0.58	0.90	0.41
d6w9ta_	d2ypoa_	0.47	0.92	0.21
d3wkqa2	d4q14a_	0.48	0.91	0.35
d1ufza1	d1zkra1	0.58	0.93	0.31
d1ufza1	d1zkra2	0.58	0.93	0.31
d1ufza1	d1utga_	0.56	0.91	0.31
d6smob1	d3p1ga_	0.57	0.91	0.29
d6smob1	d1ex2a_	0.39	0.91	0.25
d6smob1	d1vp2a_	0.42	0.91	0.40
d6smob1	d1zbfa1	0.56	0.93	0.23
d6smob1	d2igia_	0.53	0.90	0.33
d6smob1	d1u14a1	0.42	0.94	0.36
d6smob1	d3u3ga_	0.55	0.91	0.33
d6smob1	d1i39a_	0.52	0.92	0.34
d6smob1	d1ekea_	0.57	0.93	0.38
d6smob1	d2bgga3	0.55	0.91	0.29
d6smob1	d4oo0a_	0.40	0.91	0.39
d6smob1	d2etja1	0.58	0.93	0.27
d6smob1	d4kb1a_	0.55	0.92	0.35
d6smob1	d2d0ob1	0.49	0.91	0.28
d6smob1	d2lsna1	0.53	0.91	0.32
d6smob1	d2amha1	0.39	0.92	0.32
d6smob1	d1u04a4	0.55	0.91	0.26
d6smob1	d3mxma_	0.52	0.92	0.33
d6smob1	d1v7ra_	0.42	0.91	0.38
d6smob1	d4jhca_	0.40	0.91	0.33
d5zuia2	d1gs5a_	0.35	0.91	0.30
d5zuia2	d5xvta1	0.57	0.92	0.32
d5zuia2	d7nloa_	0.33	0.92	0.31
d5zuia2	d2j0wa1	0.33	0.93	0.29
d5zuia2	d2akoa1	0.36	0.93	0.31
d5zuia2	d2brxa1	0.34	0.94	0.28
d5zuia2	d1l8aa1	0.59	0.94	0.28
d5zuia2	d3bvxa3	0.45	0.91	0.28
d5zuia2	d4a7wa_	0.34	0.93	0.29
d5zuia2	d2w21a_	0.37	0.93	0.36
d5zuia2	d3c20a1	0.34	0.94	0.29
d5zuia2	d2cdqa1	0.34	0.95	0.30
d5zuia2	d2fn3a2	0.57	0.91	0.34
d5zuia2	d2j4ja_	0.34	0.92	0.28
d5zuia2	d2ogxa_	0.33	0.91	0.33
d5zuia2	d1ovma3	0.53	0.90	0.28
d5zuia2	d2vk8a3	0.54	0.91	0.30
d5zuia2	d5xvta2	0.60	0.90	0.30
d5zuia2	d3zzha_	0.34	0.94	0.32
d5zuia2	d1l8aa2	0.58	0.91	0.34
d5zuia2	d1e19a_	0.36	0.92	0.29
d5zuia2	d2va1a_	0.34	0.93	0.28
d5zuia2	d2vk8a1	0.58	0.90	0.34
d5zuia2	d2ozlb1	0.59	0.92	0.32
d2vhla2	d2qeea1	0.59	0.92	0.41
d1ddga1	d1k28d1	0.35	0.94	0.29
d1ddga1	d1wrua2	0.38	0.94	0.26
d1ddga1	d2p5zx3	0.36	0.92	0.26
d1ddga1	d2p5zx2	0.37	0.93	0.28
d1ddga1	d3d37a2	0.37	0.93	0.26
d1ddga1	d3cdda2	0.39	0.92	0.28
d1ddga1	d1wrua1	0.37	0.93	0.26
d1ddga1	d3d37a1	0.37	0.92	0.28
d1ddga1	d3cdda1	0.38	0.91	0.25
d1ddga1	d1k28d2	0.38	0.93	0.21
d1ddga1	d1bg1a2	0.57	0.90	0.32
d1ddga1	d1vloa1	0.52	0.90	0.19
d4cvka2	d3lhla_	0.55	0.93	0.35
d4cvka2	d3pzla_	0.53	0.91	0.37
d4cvka2	d1woha1	0.51	0.92	0.38
d4cvka2	d3bwha_	0.59	0.91	0.30
d4cvka2	d2g5xa_	0.56	0.90	0.30
d4cvka2	d3gmza_	0.51	0.92	0.39
d4cvka2	d5zeea_	0.47	0.93	0.43
d4cvka2	d4myla_	0.50	0.93	0.37
d4cvka2	d1c3pa_	0.51	0.95	0.29
d4cvka2	d4zura_	0.51	0.94	0.39
d4cvka2	d4za3a_	0.58	0.90	0.29
d4cvka2	d7lola_	0.55	0.92	0.38
d4cvka2	d1xfka_	0.51	0.93	0.38
d4cvka2	d2ef5a_	0.51	0.92	0.39
d4cvka2	d6thva_	0.52	0.94	0.38
d4cvka2	d4g3ha_	0.54	0.94	0.33
d4cvka2	d3mena1	0.55	0.95	0.39
d4cvka2	d4m1ua_	0.59	0.90	0.26
d4cvka2	d1gq6a_	0.54	0.91	0.35
d4cvka2	d5vi6a_	0.47	0.95	0.33
d2w3xb_	d1gl4a1	0.48	0.91	0.34
d2w3xb_	d6m9za_	0.43	0.91	0.39
d1zm8a_	d3ubya1	0.55	0.90	0.27
d1tq8a1	d1isia_	0.56	0.91	0.23
d4i71a1	d2g8la1	0.53	0.91	0.33
d3qdpa_	d2dbsa1	0.55	0.93	0.30
d3qdpa_	d1s3aa1	0.58	0.91	0.30
d3qdpa_	d3cjsb1	0.46	0.90	0.35
d3qdpa_	d2hg4a4	0.50	0.94	0.31
d3qdpa_	d2vz8a5	0.54	0.96	0.29
d1whna1	d6j09a1	0.40	0.91	0.32
d1whna1	d4xgab2	0.37	0.90	0.35
d1whna1	d2ia7a1	0.41	0.90	0.35
d2gc6a1	d1gyta1	0.49	0.92	0.42
d2gc6a1	d1r2qa_	0.60	0.90	0.43
d2gc6a1	d2fg1a2	0.49	0.94	0.50
d2gc6a1	d2p8ia2	0.40	0.91	0.35
d2gc6a1	d3ewoa1	0.53	0.96	0.47
d2gc6a1	d5o2da_	0.53	0.91	0.34
d2gc6a1	d5laua1	0.51	0.91	0.36
d2gc6a1	d4d86a1	0.53	0.91	0.36
d2gc6a1	d1zunb3	0.58	0.91	0.42
