query_id	target_id	TM_nocp	TM_cp	ΔCP	foldseek_bitscore	foldseek_evalue	query_sccs	target_sccs	query_species	target_species	query_length	target_length
d1gs0a1	d1a26a1	0.9341	0.9341	0.0	439	4.36e-10	a.41.1.1	a.41.1.1	1gs0	1a26	128	135.0
d1gs0a1	d7aaca1	0.93015	0.93015	0.0	427	6.737e-10	a.41.1.1	a.41.1.0	1gs0	7aac	128	135.0
d1gsha1	d1gsaa1	0.99793	0.99793	0.0	995	4.013e-27	c.30.1.3	c.30.1.3	1gsh	1gsa	122	122.0
d1gsoa2	d1kjqa2	0.73263	0.73263	0.0	159	2.104e-05	c.30.1.1	c.30.1.1	1gso	1kjq	105	111.0
d1gsoa2	d1vkza2	0.72078	0.72078	0.0	150	7.54e-05	c.30.1.1	c.30.1.1	1gso	1vkz	105	85.0
d1guqa1	d1z84a1	0.6836	0.6836	0.0	298	2.855e-10	d.13.1.2	d.13.1.2	1guq	1z84	176	154.0
d1gy8a_	d1ek6a_	0.8771	0.8771	0.0	1193	1.013e-36	c.2.1.2	c.2.1.2	1gy8	1ek6	367	346.0
d1gy8a_	d6dnta_	0.78017	0.78017	0.0	851	7.045e-28	c.2.1.2	c.2.1.0	1gy8	6dnt	367	310.0
d1gyxa_	d1gyya_	0.9982	0.9982	0.0	515	7.198e-14	d.80.1.1	d.80.1.1	1gyx	1gyy	76	76.0
d1gyxa_	d3ej9b_	0.61043	0.61043	0.0	129	0.002504	d.80.1.1	d.80.1.1	1gyx	3ej9	76	59.0
d1h03p1	d2o39c2	0.85843	0.85843	0.0	219	2.709e-05	g.18.1.1	g.18.1.1	1h03	2o39	62	64.0
d1h03p1	d1ly2a1	0.82697	0.82697	0.0	173	0.0005587	g.18.1.1	g.18.1.1	1h03	1ly2	62	67.0
d1h0ka2	d1gu7a2	0.99913	0.99913	0.0	1502	9.735e-38	c.2.1.1	c.2.1.1	1h0k	1gu7	189	189.0
d1h0ka2	d1qora2	0.80879	0.80879	0.0	375	8.341e-12	c.2.1.1	c.2.1.1	1h0k	1qor	189	179.0
d1h2ea_	d1e58a_	0.85637	0.85637	0.0	442	6.205e-15	c.60.1.1	c.60.1.1	1h2e	1e58	207	247.0
d1h2ea_	d3e9da_	0.84425	0.84425	0.0	423	7.499e-15	c.60.1.1	c.60.1.0	1h2e	3e9d	207	250.0
d1h3ga1	d3edea1	0.96304	0.96304	0.0	713	3.385e-16	b.1.18.2	b.1.18.0	1h3g	3ede	93	93.0
d1h3ga1	d1jmxa3	0.64786	0.64786	0.0	136	0.0009345	b.1.18.2	b.1.18.14	1h3g	1jmx	93	82.0
d1h3na2	d1udza_	0.636	0.636	0.0	148	2.86e-06	b.51.1.1	b.51.1.1	1h3n	1udz	192	179.0
d1h3na2	d1ffya2	0.62272	0.62272	0.0	105	0.0002309	b.51.1.1	b.51.1.1	1h3n	1ffy	192	194.0
d1h3ob1	d1n1ja_	0.85426	0.85426	0.0	126	0.005379	a.22.1.3	a.22.1.3	1h3o	1n1j	70	87.0
d1h3ob1	d1jfib_	0.86675	0.86675	0.0	126	0.006566	a.22.1.3	a.22.1.3	1h3o	1jfi	70	135.0
d1h4ra3	d6d21a1	0.84445	0.84445	0.0	239	2.155e-06	d.15.1.4	d.15.1.0	1h4r	6d21	84	84.0
d1h4ra3	d1z2ma2	0.7558	0.7558	0.0	158	0.0002048	d.15.1.4	d.15.1.1	1h4r	1z2m	84	76.0
d1h6fa_	d1p7hl2	0.50139	0.50139	0.0	53	0.016	b.2.5.4	b.2.5.3	1h6f	1p7h	184	183.0
d1h6fa_	d1uura2	0.50389	0.50389	0.0	50	0.02265	b.2.5.4	b.2.5.5	1h6f	1uur	184	212.0
d1h6ha_	d1kq6a_	0.69811	0.69811	0.0	222	1.153e-06	d.189.1.1	d.189.1.1	1h6h	1kq6	143	140.0
d1h6ha_	d2ar5a1	0.67615	0.67615	0.0	212	3.643e-06	d.189.1.1	d.189.1.0	1h6h	2ar5	143	114.0
d1h6va2	d3grsa2	0.88449	0.88449	0.0	320	1.945e-09	c.3.1.5	c.3.1.5	1h6v	3grs	122	125.0
d1h6va2	d3dk9a2	0.88363	0.88363	0.0	308	9.497e-09	c.3.1.5	c.3.1.5	1h6v	3dk9	122	125.0
d1h75a_	d1z3ea1	0.77251	0.77251	0.0	123	0.0006234	c.47.1.1	c.47.1.12	1h75	1z3e	76	114.0
d1h75a_	d1nm3a1	0.73509	0.73509	0.0	123	0.0007162	c.47.1.1	c.47.1.1	1h75	1nm3	76	74.0
d1h7za_	d1qhva_	0.79743	0.79743	0.0	491	3.195e-14	b.21.1.1	b.21.1.1	1h7z	1qhv	191	195.0
d1h7za_	d2bzva1	0.67574	0.67574	0.0	316	1.013e-09	b.21.1.1	b.21.1.0	1h7z	2bzv	191	147.0
d1h98a_	d7fd1a_	0.94883	0.94883	0.0	341	3.064e-09	d.58.1.2	d.58.1.2	1h98	7fd1	77	106.0
d1h98a_	d6fd1a_	0.94895	0.94895	0.0	339	3.747e-09	d.58.1.2	d.58.1.2	1h98	6fd1	77	106.0
d1hc1a1	d1llaa1	0.68694	0.68694	0.0	173	0.0001234	a.85.1.1	a.85.1.1	1hc1	1lla	131	99.0
d1hdma2	d2bc4a1	0.98049	0.98049	0.0	587	4.395e-14	d.19.1.1	d.19.1.1	1hdm	2bc4	81	84.0
d1hdma2	d1uvqa2	0.69351	0.69351	0.0	133	0.002097	d.19.1.1	d.19.1.1	1hdm	1uvq	81	83.0
d1he1a1	d1g4us1	0.84038	0.84038	0.0	291	3.186e-06	a.24.11.1	a.24.11.1	1he1	1g4u	134	130.0
d1he1a1	d1hy5a_	0.80687	0.80687	0.0	220	5.848e-05	a.24.11.1	a.24.11.1	1he1	1hy5	134	120.0
d1hfel2	d1h98a_	0.5733	0.58877	0.015469999999999984	118	0.0005246	d.58.1.5	d.58.1.2	1hfe	1h98	85	77.0
d1hfel2	d2fdna_	0.54135	0.54135	0.0	114	0.001412	d.58.1.5	d.58.1.1	1hfe	2fdn	85	55.0
d1hgxa_	d2geba1	0.94969	0.94969	0.0	788	3.4250000000000006e-20	c.61.1.1	c.61.1.1	1hgx	2geb	164	180.0
d1hgxa_	d3o7ma_	0.93242	0.93242	0.0	662	6.167e-17	c.61.1.1	c.61.1.0	1hgx	3o7m	164	166.0
d1hq1a_	d1qzxa2	0.84927	0.84927	0.0	159	0.001217	a.36.1.1	a.36.1.1	1hq1	1qzx	76	131.0
d1hq1a_	d7epka3	0.85165	0.86185	0.010199999999999987	136	0.001549	a.36.1.1	a.36.1.0	1hq1	7epk	76	134.0
d1hzea_	d1kzla1	0.75016	0.75016	0.0	292	6.041e-08	b.43.4.3	b.43.4.3	1hze	1kzl	97	92.0
d1hzea_	d4gqnb2	0.76913	0.76917	4.0000000000040004e-05	262	1.461e-06	b.43.4.3	b.43.4.0	1hze	4gqn	97	106.0
d1i5pa2	d1dlca2	0.60802	0.60802	0.0	63	0.01166	b.77.2.1	b.77.2.1	1i5p	1dlc	209	210.0
d1i5pa2	d1ciya2	0.59557	0.59557	0.0	61	0.05041	b.77.2.1	b.77.2.1	1i5p	1ciy	209	206.0
d1i8na_	d3hmsa_	0.65945	0.65945	0.0	89	0.00451	g.10.1.2	g.10.1.1	1i8n	3hms	89	91.0
d1iama2	d1zxqa2	0.92392	0.92392	0.0	328	4.404e-07	b.1.1.4	b.1.1.4	1iam	1zxq	82	86.0
d1iama2	d3bn3b1	0.91048	0.91048	0.0	291	2.485e-06	b.1.1.4	b.1.1.0	1iam	3bn3	82	87.0
d1iarb2	d1n26a3	0.7929	0.7929	0.0	255	1.291e-06	b.1.2.1	b.1.2.1	1iar	1n26	92	104.0
d1iarb2	d4gs7c2	0.80988	0.80988	0.0	248	9.332e-07	b.1.2.1	b.1.2.1	1iar	4gs7	92	98.0
d1ifca_	d1vyfa_	0.89909	0.89909	0.0	497	2.131e-11	b.60.1.2	b.60.1.2	1ifc	1vyf	131	135.0
d1ifca_	d6c1za1	0.87285	0.87285	0.0	488	3.743e-11	b.60.1.2	b.60.1.0	1ifc	6c1z	131	137.0
d1igra1	d1n8yc2	0.8077	0.8077	0.0	255	2.668e-07	c.10.2.5	c.10.2.5	1igr	1n8y	149	166.0
d1igra1	d3b2ua1	0.81284	0.81284	0.0	209	3.729e-06	c.10.2.5	c.10.2.5	1igr	3b2u	149	169.0
d1iray2	d4gafb2	0.95569	0.95569	0.0	799	5.053e-19	b.1.1.4	b.1.1.4	1ira	4gaf	103	103.0
d1iray2	d1olza1	0.63979	0.63979	0.0	173	7.241e-05	b.1.1.4	b.1.1.4	1ira	1olz	103	91.0
d1iuka_	d2d59a_	0.91717	0.91717	0.0	512	1.131e-14	c.2.1.8	c.2.1.8	1iuk	2d59	136	141.0
d1iuka_	d1y81a1	0.75896	0.75896	0.0	333	4.982e-10	c.2.1.8	c.2.1.8	1iuk	1y81	136	116.0
d1ix2a_	d1g0da1	0.61035	0.61035	0.0	104	0.0008972	b.1.18.17	b.1.18.9	1ix2	1g0d	102	135.0
d1ix2a_	d1k3ia1	0.58041	0.58041	0.0	96	0.0005699	b.1.18.17	b.1.18.2	1ix2	1k3i	102	102.0
d1ix9a1	d3ak2a1	0.73912	0.73912	0.0	212	1.483e-05	a.2.11.1	a.2.11.0	1ix9	3ak2	90	92.0
d1ix9a1	d4f6ea1	0.70423	0.70423	0.0	194	3.255e-05	a.2.11.1	a.2.11.0	1ix9	4f6e	90	84.0
d1ixla_	d4a0yb_	0.79712	0.79712	0.0	453	4.397e-12	d.38.1.5	d.38.1.0	1ixl	4a0y	130	118.0
d1ixla_	d2f41a1	0.76596	0.76596	0.0	422	1.581e-11	d.38.1.5	d.38.1.5	1ixl	2f41	130	108.0
d1ixsa_	d1cuka1	0.80788	0.80788	0.0	100	0.0454	a.5.1.1	a.5.1.1	1ixs	1cuk	50	48.0
d1ixsa_	d1bvsa1	0.7525	0.7525	0.0	51	1.146	a.5.1.1	a.5.1.1	1ixs	1bvs	50	49.0
d1j2ga1	d7cmna1	0.96902	0.96902	0.0	1146	2.484e-29	d.96.1.4	d.96.1.4	1j2g	7cmn	152	148.0
d1j2ga1	d2ibaa1	0.76955	0.76955	0.0	358	1.419e-10	d.96.1.4	d.96.1.4	1j2g	2iba	152	136.0
d1j5ya2	d7cv2a2	0.89299	0.89299	0.0	420	1.924e-11	d.94.2.1	d.94.2.0	1j5y	7cv2	107	109.0
d1jcfa1	d4czga1	0.8879	0.8879	0.0	623	3.231e-19	c.55.1.1	c.55.1.0	1jcf	4czg	140	141.0
d1jcfa1	d7bvza1	0.87022	0.87022	0.0	568	2.857e-17	c.55.1.1	c.55.1.0	1jcf	7bvz	140	138.0
d1jfba_	d6f0ca_	0.86924	0.86924	0.0	1083	2.747e-27	a.104.1.1	a.104.1.0	1jfb	6f0c	399	383.0
d1jfba_	d3a4ga_	0.84606	0.84606	0.0	970	6.842e-25	a.104.1.1	a.104.1.0	1jfb	3a4g	399	395.0
d1jfra_	d3bdia1	0.61805	0.61805	0.0	244	3.373e-09	c.69.1.16	c.69.1.0	1jfr	3bdi	260	198.0
d1jfra_	d6eica_	0.67528	0.67528	0.0	231	2.358e-08	c.69.1.16	c.69.1.0	1jfr	6eic	260	272.0
d1jlva1	d3eina2	0.9737	0.9737	0.0	600	6.071e-13	a.45.1.1	a.45.1.0	1jlv	3ein	123	123.0
d1jlva1	d3ay8a2	0.92018	0.92018	0.0	401	5.989e-09	a.45.1.1	a.45.1.0	1jlv	3ay8	123	129.0
d1jmca2	d1o7ia_	0.75333	0.75333	0.0	190	1.784e-05	b.40.4.3	b.40.4.3	1jmc	1o7i	122	115.0
d1jmca2	d1xjva1	0.78438	0.78438	0.0	149	9.666e-05	b.40.4.3	b.40.4.3	1jmc	1xjv	122	140.0
d1jmsa4	d2bcqa3	0.79123	0.79123	0.0	474	1.014e-15	d.218.1.2	d.218.1.2	1jms	2bcq	205	190.0
d1jmsa4	d2fmpa3	0.77887	0.77887	0.0	428	9.805e-15	d.218.1.2	d.218.1.2	1jms	2fmp	205	187.0
d1jo0a_	d1rq8a_	0.80762	0.80762	0.0	264	1.466e-08	d.68.4.1	d.68.4.1	1jo0	1rq8	97	96.0
d1jr1a4	d1b3ob4	0.66963	0.66963	0.0	143	4.595e-05	d.37.1.1	d.37.1.1	1jr1	1b3o	74	92.0
d1jr1a4	d1zfja4	0.67683	0.67683	0.0	75	0.01482	d.37.1.1	d.37.1.1	1jr1	1zfj	74	126.0
d1jr8a_	d1oqca_	0.91299	0.91299	0.0	401	3.958e-09	a.24.15.1	a.24.15.1	1jr8	1oqc	105	112.0
d1jr8a_	d3gwla1	0.85264	0.85264	0.0	230	4.179e-05	a.24.15.1	a.24.15.0	1jr8	3gwl	105	103.0
d1jy1a2	d1q32a2	0.637	0.637	0.0	239	1.19e-09	d.136.1.3	d.136.1.3	1jy1	1q32	233	209.0
d1jz8a5	d1bhga3	0.80771	0.80771	0.0	419	4.734e-17	c.1.8.3	c.1.8.3	1jz8	1bhg	292	304.0
d1jz8a5	d4cu7a3	0.773	0.773	0.0	368	2.903e-15	c.1.8.3	c.1.8.3	1jz8	4cu7	292	332.0
d1k0da2	d1gnwa2	0.78509	0.78509	0.0	251	2.923e-07	c.47.1.5	c.47.1.5	1k0d	1gnw	92	84.0
d1k0da2	d1jlva2	0.78707	0.78707	0.0	242	3.549e-07	c.47.1.5	c.47.1.5	1k0d	1jlv	92	84.0
d1k1xa1	d3bvxa1	0.63469	0.63469	0.0	29	2.218	a.8.3.2	a.8.3.1	1k1x	3bvx	74	111.0
d1k1xa1	d3bvua1	0.63308	0.63308	0.0	25	2.974	a.8.3.2	a.8.3.1	1k1x	3bvu	74	111.0
d1k3b.1	d1deua_	0.90579	0.90579	0.0	304	7.661e-11	d.3.1.1	d.3.1.1	1k3b	1deu	164	275.0
d1k3b.1	d3f5va_	0.85386	0.85386	0.0	252	3.731e-08	d.3.1.1	d.3.1.1	1k3b	3f5v	164	221.0
d1k68a_	d3heba1	0.86028	0.86028	0.0	435	6.219e-13	c.23.1.1	c.23.1.0	1k68	3heb	140	137.0
d1k68a_	d3gl9a_	0.78635	0.78635	0.0	300	1.462e-09	c.23.1.1	c.23.1.0	1k68	3gl9	140	120.0
d1k8ba_	d2d74b1	0.55825	0.55825	0.0	111	0.00054	d.241.1.1	d.241.1.0	1k8b	2d74	52	101.0
d1kf6a2	d2bs2a2	0.96165	0.96165	0.0	1218	3.8399999999999998e-34	c.3.1.4	c.3.1.4	1kf6	2bs2	311	336.0
d1kf6a2	d1y0pa2	0.8206	0.83183	0.011229999999999962	808	2.6680000000000003e-25	c.3.1.4	c.3.1.4	1kf6	1y0p	311	308.0
d1ki1b2	d1zc3b_	0.59392	0.59392	0.0	159	5.67e-05	b.55.1.1	b.55.1.1	1ki1	1zc3	132	109.0
d1ki1b2	d1dbha2	0.68097	0.68091	-5.999999999994898e-05	130	0.0008454	b.55.1.1	b.55.1.1	1ki1	1dbh	132	133.0
d1kk1a2	d2c78a2	0.76886	0.76886	0.0	134	0.003488	b.44.1.1	b.44.1.0	1kk1	2c78	87	93.0
d1kk1a2	d4ac9a3	0.74091	0.74091	0.0	125	0.002973	b.44.1.1	b.44.1.1	1kk1	4ac9	87	113.0
d1knxa2	d1ko7a2	0.84504	0.84504	0.0	632	4.326e-18	c.91.1.2	c.91.1.2	1knx	1ko7	171	156.0
d1knxa2	d2olra1	0.66177	0.66177	0.0	43	0.07939	c.91.1.2	c.91.1.1	1knx	2olr	171	313.0
d1knya2	d2nrka1	0.58842	0.58842	0.0	52	0.07339	d.218.1.1	d.218.1.14	1kny	2nrk	125	165.0
d1koha1	d6f4ja_	0.64162	0.64162	0.0	101	0.0006481	c.10.2.3	c.10.2.0	1koh	6f4j	162	175.0
d1koha1	d1h6ta2	0.54825	0.54825	0.0	75	0.01776	c.10.2.3	c.10.2.1	1koh	1h6t	162	210.0
d1kqfb1	d1h0hb_	0.80241	0.80241	0.0	660	7.364e-21	d.58.1.5	d.58.1.5	1kqf	1h0h	244	214.0
d1kqfb1	d1ti6b2	0.64303	0.64303	0.0	296	4.026e-11	d.58.1.5	d.58.1.5	1kqf	1ti6	244	195.0
d1ktba1	d4do4a2	0.96795	0.96795	0.0	649	2.991e-14	b.71.1.1	b.71.1.0	1ktb	4do4	95	95.0
d1ktba1	d1uasa1	0.8109	0.8109	0.0	309	2.18e-07	b.71.1.1	b.71.1.1	1ktb	1uas	95	89.0
d1kvka2	d1kkha2	0.68861	0.68861	0.0	202	6.162e-07	d.58.26.3	d.58.26.3	1kvk	1kkh	169	137.0
d1kvka2	d1k47a2	0.67686	0.67686	0.0	194	7.44e-07	d.58.26.3	d.58.26.4	1kvk	1k47	169	135.0
d1kw3b1	d2ehza1	0.9302	0.9302	0.0	532	1.122e-14	d.32.1.3	d.32.1.0	1kw3	2ehz	132	134.0
d1kw3b1	d1mpya1	0.85442	0.85442	0.0	346	1.83e-10	d.32.1.3	d.32.1.3	1kw3	1mpy	132	145.0
d1kw4a_	d1pk3a1	0.77883	0.77883	0.0	160	0.0005604	a.60.1.2	a.60.1.2	1kw4	1pk3	70	63.0
d1kw4a_	d3bs5b_	0.82847	0.82847	0.0	158	0.0004947	a.60.1.2	a.60.1.0	1kw4	3bs5	70	75.0
d1l0wa1	d1b8aa1	0.83795	0.83795	0.0	357	3.838e-09	b.40.4.1	b.40.4.1	1l0w	1b8a	104	103.0
d1l0wa1	d1n9wa1	0.74784	0.74784	0.0	306	2.215e-08	b.40.4.1	b.40.4.1	1l0w	1n9w	104	93.0
d1l3ka2	d3mdfa_	0.83391	0.83391	0.0	267	7.521e-08	d.58.7.1	d.58.7.1	1l3k	3mdf	79	83.0
d1l3ka2	d1fxla1	0.78853	0.78853	0.0	248	2.57e-07	d.58.7.1	d.58.7.1	1l3k	1fxl	79	82.0
d1l5ja3	d1acoa2	0.81543	0.81543	0.0	862	6.938e-30	c.83.1.1	c.83.1.1	1l5j	1aco	490	527.0
d1l5ja3	d2b3ya2	0.81014	0.81014	0.0	643	6.81e-26	c.83.1.1	c.83.1.1	1l5j	2b3y	490	629.0
d1l7ba_	d1t15a1	0.51586	0.52669	0.010830000000000006	52	0.1434	c.15.1.2	c.15.1.3	1l7b	1t15	92	109.0
d1l7ba_	d1t15a2	0.57698	0.57698	0.0	51	0.1342	c.15.1.2	c.15.1.3	1l7b	1t15	92	102.0
d1l7da1	d1pjca1	0.88505	0.88505	0.0	408	4.544e-12	c.2.1.4	c.2.1.4	1l7d	1pjc	160	168.0
d1l7da1	d1ygya1	0.69412	0.69412	0.0	170	1.092e-05	c.2.1.4	c.2.1.4	1l7d	1ygy	160	184.0
d1l9la_	d1nkla_	0.75928	0.75928	0.0	132	0.003767	a.64.1.1	a.64.1.1	1l9l	1nkl	74	78.0
d1l9la_	d3bqpa_	0.7946	0.7946	0.0	80	0.16	a.64.1.1	a.64.1.0	1l9l	3bqp	74	80.0
d1lbaa_	d1ohta_	0.77509	0.77509	0.0	248	8.252e-08	d.118.1.1	d.118.1.1	1lba	1oht	146	173.0
d1lbaa_	d3ep1a_	0.73759	0.73759	0.0	246	3.179e-08	d.118.1.1	d.118.1.0	1lba	3ep1	146	167.0
d1lcya1	d3cs0a1	0.80409	0.80409	0.0	244	3.577e-06	b.36.1.4	b.36.1.4	1lcy	3cs0	100	99.0
d1lcya1	d2z9ia1	0.71803	0.71803	0.0	195	6.183e-05	b.36.1.4	b.36.1.4	1lcy	2z9i	100	87.0
d1lgpa_	d2ff4a3	0.52711	0.52711	0.0	122	0.004851	b.26.1.2	b.26.1.2	1lgp	2ff4	113	99.0
d1lnqa2	d1r3jc_	0.7019	0.7019	0.0	91	0.05209	f.14.1.1	f.14.1.1	1lnq	1r3j	80	103.0
d1lnqa2	d1xl4a2	0.64749	0.64815	0.0006599999999999939	55	1.005	f.14.1.1	f.14.1.1	1lnq	1xl4	80	116.0
d1lqva_	d1a6za2	0.81595	0.81595	0.0	356	3.562e-10	d.19.1.1	d.19.1.1	1lqv	1a6z	172	178.0
d1lqva_	d2h26a2	0.82154	0.82154	0.0	349	7.907e-10	d.19.1.1	d.19.1.1	1lqv	2h26	172	177.0
d1lrza2	d1ne9a1	0.72712	0.72712	0.0	277	2.754e-09	d.108.1.4	d.108.1.4	1lrz	1ne9	165	164.0
d1lrza2	d2euia1	0.58811	0.58811	0.0	110	0.0003066	d.108.1.4	d.108.1.1	1lrz	2eui	165	153.0
d1lssa_	d2g1ua_	0.87058	0.87058	0.0	369	1.475e-10	c.2.1.9	c.2.1.0	1lss	2g1u	132	137.0
d1lssa_	d2hmta_	0.85354	0.85354	0.0	274	5.545e-08	c.2.1.9	c.2.1.9	1lss	2hmt	132	139.0
d1lsta_	d6ft2a_	0.98854	0.98854	0.0	1907	3.426e-51	c.94.1.1	c.94.1.1	1lst	6ft2	238	236.0
d1lsta_	d4f3pa1	0.86946	0.86946	0.0	753	3.312e-23	c.94.1.1	c.94.1.0	1lst	4f3p	238	222.0
d1m0ua2	d2gsqa2	0.91886	0.91886	0.0	302	2.092e-08	c.47.1.5	c.47.1.5	1m0u	2gsq	76	75.0
d1m0ua2	d1oe8a2	0.89202	0.89202	0.0	255	1.598e-07	c.47.1.5	c.47.1.5	1m0u	1oe8	76	81.0
d1m1qa_	d1qo8a1	0.70785	0.70785	0.0	137	8.02e-05	a.138.1.3	a.138.1.3	1m1q	1qo8	90	101.0
d1m1qa_	d1y0pa1	0.68108	0.68108	0.0	112	0.0008607	a.138.1.3	a.138.1.3	1m1q	1y0p	90	102.0
d1m1xa2	d4g1ma3	0.97177	0.97177	0.0	1066	2.717e-24	b.1.15.1	b.1.15.0	1m1x	4g1m	139	139.0
d1m1xa2	d4g1ma4	0.67536	0.67536	0.0	134	8.871e-05	b.1.15.1	b.1.15.0	1m1x	4g1m	139	192.0
d1m2tb2	d3c9za2	0.96555	0.96555	0.0	686	2.434e-16	b.42.2.1	b.42.2.0	1m2t	3c9z	126	129.0
d1m2tb2	d1hwmb2	0.93669	0.93669	0.0	539	3.34e-13	b.42.2.1	b.42.2.1	1m2t	1hwm	126	131.0
d1m45a_	d3jtdc_	0.74078	0.74078	0.0	276	3.283e-09	a.39.1.5	a.39.1.5	1m45	3jtd	142	156.0
d1m65a_	d2czva_	0.64269	0.64269	0.0	99	0.001499	c.6.3.1	c.6.3.2	1m65	2czv	234	208.0
d1m65a_	d2anua1	0.5739	0.5739	0.0	92	0.0007684	c.6.3.1	c.6.3.1	1m65	2anu	234	224.0
d1m70a1	d1h1oa2	0.7574	0.7574	0.0	126	0.0005259	a.3.1.4	a.3.1.4	1m70	1h1o	92	90.0
d1m70a1	d1fcdc1	0.74589	0.74589	0.0	111	0.001557	a.3.1.4	a.3.1.4	1m70	1fcd	92	80.0
d1maia_	d1eaza_	0.63867	0.63867	0.0	173	2.482e-05	b.55.1.1	b.55.1.1	1mai	1eaz	119	103.0
d1maia_	d1faoa_	0.64744	0.64744	0.0	158	0.0001286	b.55.1.1	b.55.1.1	1mai	1fao	119	100.0
d1mbma_	d2z9ia2	0.59263	0.59263	0.0	197	3.834e-06	b.47.1.3	b.47.1.1	1mbm	2z9i	198	197.0
d1mbma_	d1lcya2	0.59723	0.59723	0.0	185	1.927e-05	b.47.1.3	b.47.1.1	1mbm	1lcy	198	196.0
d1mdya_	d1am9a_	0.73471	0.73471	0.0	84	0.08322	a.38.1.1	a.38.1.1	1mdy	1am9	68	80.0
d1mdya_	d1nkpb_	0.76784	0.76784	0.0	80	0.1566	a.38.1.1	a.38.1.1	1mdy	1nkp	68	83.0
d1mgta2	d1sfea2	0.58842	0.58842	0.0	34	0.4728	c.55.7.1	c.55.7.1	1mgt	1sfe	88	81.0
d1mhm.1	d1jl0a_	0.7805	0.7805	0.0	82	0.1059	d.156.1.1	d.156.1.1	1mhm	1jl0	54	310.0
d1mj4a_	d3nera_	0.8163	0.8163	0.0	184	1.827e-05	d.120.1.1	d.120.1.1	1mj4	3ner	79	90.0
d1mj4a_	d1x3xa_	0.81863	0.81863	0.0	181	2.553e-05	d.120.1.1	d.120.1.0	1mj4	1x3x	79	82.0
d1mjha_	d2duma_	0.79195	0.79195	0.0	334	2.738e-12	c.26.2.4	c.26.2.0	1mjh	2dum	143	143.0
d1mjha_	d3hgma_	0.81305	0.81305	0.0	298	9.342e-10	c.26.2.4	c.26.2.0	1mjh	3hgm	143	147.0
d1mjuh1	d2ap2a1	0.93651	0.93651	0.0	670	3.509e-16	b.1.1.1	b.1.1.1	1mju	2ap2	112	234.0
d1mjuh1	d1tjgh1	0.90357	0.90357	0.0	520	4.337e-13	b.1.1.1	b.1.1.1	1mju	1tjg	112	113.0
d1mjuh2	d1dn0b2	0.79368	0.79368	0.0	266	7.675e-07	b.1.1.2	b.1.1.2	1mju	1dn0	96	96.0
d1mjuh2	d1l6xa2	0.82578	0.82578	0.0	256	3.882e-06	b.1.1.2	b.1.1.2	1mju	1l6x	96	102.0
d1mlia_	d1mwqa_	0.63331	0.63331	0.0	102	0.004727	d.58.4.1	d.58.4.7	1mli	1mwq	96	100.0
d1mlia_	d2cyya2	0.58735	0.58735	0.0	99	0.003892	d.58.4.1	d.58.4.2	1mli	2cyy	96	86.0
d1mqea_	d5c7qa_	0.83019	0.83019	0.0	585	3.231e-16	d.113.1.1	d.113.1.0	1mqe	5c7q	187	182.0
d1mqea_	d1v8ya_	0.73002	0.73002	0.0	478	1.6e-14	d.113.1.1	d.113.1.1	1mqe	1v8y	187	150.0
d1mv8a1	d1txga1	0.70451	0.69796	-0.006549999999999945	34	2.343	a.100.1.4	a.100.1.6	1mv8	1txg	98	155.0
d1mv8a3	d1dlja3	0.59842	0.59842	0.0	89	0.001519	c.26.3.1	c.26.3.1	1mv8	1dlj	136	108.0
d1mwwa_	d3mjza_	0.83332	0.83332	0.0	332	6.944e-11	d.80.1.4	d.80.1.0	1mww	3mjz	120	131.0
d1mwwa_	d2aala1	0.83722	0.83722	0.0	292	1.288e-09	d.80.1.4	d.80.1.6	1mww	2aal	120	129.0
d1n0ua3	d3b82a4	0.98728	0.98728	0.0	1319	6.697e-38	d.14.1.1	d.14.1.1	1n0u	3b82	165	164.0
d1n0ua3	d2dy1a3	0.59609	0.59609	0.0	108	0.0001804	d.14.1.1	d.14.1.1	1n0u	2dy1	165	115.0
d1n67a1	d1r17a1	0.91531	0.91531	0.0	478	1.152e-12	b.2.3.4	b.2.3.4	1n67	1r17	141	149.0
d1n67a1	d2okma_	0.59926	0.59926	0.0	72	0.00134	b.2.3.4	b.2.3.0	1n67	2okm	141	146.0
d1n67a2	d1r17a2	0.71833	0.71833	0.0	439	2.265e-14	b.2.3.4	b.2.3.4	1n67	1r17	191	172.0
d1n67a2	d2okma_	0.55501	0.55501	0.0	146	8.501e-07	b.2.3.4	b.2.3.0	1n67	2okm	191	146.0
d1n9wa1	d1b8aa1	0.85601	0.85601	0.0	327	4.338e-08	b.40.4.1	b.40.4.1	1n9w	1b8a	93	103.0
d1n9wa1	d1l0wa1	0.82557	0.82557	0.0	320	2.509e-08	b.40.4.1	b.40.4.1	1n9w	1l0w	93	104.0
d1naqa_	d2nuha_	0.91013	0.91013	0.0	428	2.979e-11	d.58.5.2	d.58.5.2	1naq	2nuh	106	104.0
d1naqa_	d4e98a_	0.9145	0.9145	0.0	423	4.036e-11	d.58.5.2	d.58.5.0	1naq	4e98	106	110.0
d1ngna_	d4e9ea_	0.95856	0.95856	0.0	972	3.234e-21	a.96.1.2	a.96.1.2	1ngn	4e9e	144	140.0
d1ngna_	d1keaa_	0.72469	0.72411	-0.0005799999999999139	183	0.0002182	a.96.1.2	a.96.1.2	1ngn	1kea	144	217.0
